source_concept_code,source_description,fca_concept_id,fca_category,fca_assessments,fca_methods,omop_domain,suggested_concept_id,suggested_concept_name,val_type,units,min_val,max_val,custom_list_values,template_names,group_names,n_templates
3041900836,Pain-Muscle Tension,C0005.00,A,muscle_tone,,Observation,0,,custom_list,,,,"Relaxed|Tense, rigid|Very tense or rigid",EHC IP PT PELVIC FLOOR EVAL|EHC IP SLP EVAL PAIN NAV|EHC NICU THERAPY|EHC PT OP MANUAL THERAPY EVAL|EHC PT OP MANUAL THERAPY EVAL SYMPTOMS NAV|EHC PT PAIN NAV|EHC PT PELVIC FLOOR POST TREATMENT NAV|EHC RHB IP OT EVALUATION|EHC RHB IP OT TREATMENT|EHC RHB IRF OT EVALUATION|EHC RHB IRF OT TREATMENT|EHC RHB IRF PT EVALUATION|EHC RHB IRF PT TREATMENT|EHC RHB IRF SLP EVALUATION|EHC RHB IRF SLP TREATMENT|EHC RHB OP OT EVALUATION|EHC RHB OP OT TREATMENT|EHC RHB PAIN ASSESSMENT BEGINNING & END OF SESSION|EHC RHB TR EVALUATION|EHC RHB TR TREATMENT|EHC SLP FEES|EHC T RHB OT DRIVING ASSESSMENT|LTC OT TREATMENT|LTC PT EVALUATION|LTC PT TREATMENT|LTC SLP EVALUATION|OCCUPATIONAL THERAPY ASSESSMENT|OT TREATMENT|PT ASSESSMENT|PT TREATMENT|PT TREATMENT NAV|RHB IP PT EVALUATION|RHB IP PT TREATMENT|RHB IP SLP EVAL|RHB IP SLP TREATMENT|RHB OP PT EVALUATION|RHB OP PT TREATMENT|RHB OP SLP EVAL|RHB OP SLP TREATMENT|SLP ASSESS NAV|T EHC MBS MODIFIED BARIUM SWALLOW MASTER|T EHC MBS MODIFIED BARIUM SWALLOW MASTER IRF|T EHC OP PT AQUATIC THERAPY|T EHC OP PT NEURO ORTHO TEMPLATE|T EHC OP PT PAIN SYMPTOMS NAV|T EHC PT LYMPHEDEMA EVAL|T EHC PT LYMPHEDEMA TREAT/DAILY NOTE|T EHC PT OP VESTIBULAR EVAL|T EHC PT PELVIC FLOOR COMBINED EVAL|T EHC PT PELVIC FLOOR TREATMENT|T EHC PT SEATING PAIN NAV|T EHC PT WOUND CARE|T EHC RHB PAIN NO PEDS OR NICU NAV|T EHC RHB PROGRESS NOTE NAV|T EHC RHB SLP AAC GENERAL NAV|T EHC RHB SLP MBSIMP|T EHC RHB SLP MBSIMP IRF|T EHC RHB WC SEATING MOBILITY EVAL|T EHC SLP FEES GENERAL NAV|T EHC SLP FEES IRF,Rehab Pain Assessment Critical-Care Pain Observation Tool (CPOT) Beginning of Session,60
1570490027,Best Motor Response,C0014.00,A,motor,,Observation,0,,custom_list,,,,Follows commands|Obeys commands|Localizes pain|Localizes pain|Withdrawal from pain|Withdraws to pain|Flexion to pain|Flexion to pain|Extension to pain|Extension to pain|None|None,APACHE IV|ASC BASIC ASSESSMENT NAV|ED ASSESS NEUROLOGICAL NAV|ED PEDS ASSESS NEURO NAV|ED PRIMARY ASSESSMENT|ED PRIMARY ASSESSMENT PEDS|ED TRAUMA ASSESSMENT SIDEBAR|ED TRAUMA SECONDARY ASSESSMENT|EHC ED TRIAGE ARRIVAL DOCUMENTATION NAV|EHC IP BASIC ASSESSMENT|EHC IP POST PROCEDURE|GI GENERAL ASSESSMENT|IP BASIC ASSESSMENT|IP BH HEAD TO TOE ASSESSMENT|IP CVICU COMPLEX ASSESSMENT|IP DISASTER ASSESSMENT|IP HOME MONITORING ASSESSMENT NAV|IP ICU COMPLEX ASSESSMENT|IP NEURO DISASTER NAV|IP NEURO ICU COMPLEX ASSESSMENT|IP OB ANTEPARTUM ASSESSMENT|IP OB MAGNESIUM SULFATE|IP OB POSTPARTUM|IP PALLIATIVE CARE ASSESSMENT|IP PEDS/PICU ASSESSMENT|LTC BASIC ASSESSMENT|OB NAR ASSESSMENT MATERNAL|OB PHYSICAL ASSESSMENT NAV|ONCBCN INFUSION ASSSMENT|OR PACU PEDIATRIC FLOWSHEET|OR PEDS ENDO ASSESSMENT|REHAB ADULT ASSESSMENT|ROVER NEURO CHECKS|T ED CLINICAL CALCULATOR - GLASGOW COMA SCALE/SCORE|T EHC ACUTE STROKE FLOWSHEET|T EHC IP POST FALL ASSESSMENT,Disability|Glasgow Coma Scale,36
1180104079,Left Femoral Vein HCO3,C0447.00,A,,,Measurement,0,,numeric,%,,,,CV XPER HEMO,Extended HCO3 Measurements,1
1180146841,Pa HR,C0078.00,A,heart_rate,,Observation,0,,numeric,mmHg,,,,CV HEMODYNAMIC,Cath Pressure,1
1570636849,Right Ring DIP Measurement (cm),C0447.00,A,,,Measurement,0,,numeric,cm,0,25,,REHAB OP HAND/WRIST SWELLING EVAL|REHAB OP WRIST/HAND EVAL,Wrist/Hand Swelling,2
1570631955,Fatigue,C0025.00,A,fatigue,,Observation,0,,numeric,,,,,REHAB OP CONCUSSION SYMPTOMS|REHAB OP LYMPHEDEMA EVAL|REHAB OP OT SUBJECTIVE EVAL|REHAB OP OT SUBJECTIVE VISION EVAL|REHAB OP PELVIC FLOOR SUBJECTIVE EVAL|REHAB OP PT CONCUSSION SUBJECTIVE EVAL|REHAB OP PT SUBJECTIVE EVAL|REHAB OP SUBJECTIVE REVIEW OF SYSTEMS|REHAB OP SUBJECTIVE VESTIBULAR EVAL|REHAB OP SUBJECTIVE VESTIBULAR SYMPTOMS,Concussion Symptoms|Review of Systems|Vestibular Symptoms,10
742709039,Sensation,C0045.00,A,sensation,,Observation,0,,string,,,,,EHC IP PT PELVIC FLOOR EVAL|EHC OP PT PELVIC FLOOR EVAL|T EHC OP PT NEURO ORTHO TEMPLATE|T EHC OP PT SENSATION REFLEXES NAV|T EHC PT PELVIC FLOOR COMBINED EVAL,Pelvic Floor Internal Exam|Pelvic Sensation|Sensation,5
1570636328,Right Great Toe IP Flexion Active Range of Motion,C0447.00,A,,,Measurement,0,,numeric,,-360,360,,REHAB OP ANKLE/FOOT EVAL|REHAB OP ANKLE/FOOT RANGE OF MOTION,Right Great Toe IP Flexion Range of Motion,2
154300381,Bra,C0447.00,A,,,Measurement,0,,numeric,,0,,,EHC BH PAT BELONG ALL|EHC BH PATIENT BELONGINGS HOME NAV,Belongings Sent Home,2
304001918,"Time Frame (Grooming Goal 2, OT)",C0038.00,A,grooming,,Observation,0,,custom_list,,,,short-term goal (STG)|short-term goal (STG)|long-term goal (LTG)|long-term goal (LTG)|1 day|1 day|2 days|2 days|2-3 days|2-3 days|3 days|3 days|4 days|4 days|3-5 days|3-5 days|5-7 days|5-7 days|1 week|1 week|2 weeks|2 weeks|3 weeks|3 weeks|30 days|30 days|by discharge|by discharge|other (see comments)|other (see comments),CPM S24 REH REHAB GOAL SUMMARY|ZZZ CPM S21 REH REHAB GOAL SUMMARY,Grooming Goal 2 (OT),2
18444,"My tremor interferes with drinking liquids (for example, bringing to mouth, spilling, pouring)",C0011.00,A,tremor,,Observation,0,,custom_list,,,,Never/No|Rarely|Sometimes|Frequently|Always/Yes|Not Applicable,T EHC AMB NEURO QUALITY OF LIFE IN ESSENTIAL TREMOR (QUEST),Physical,1
1500006368,L 2nd Toe Middle Phalange (cm),C0447.00,A,,,Measurement,0,,numeric,cm,,,,PT LYMPHEDEMA ASSESSMENT,Left Lower Extremity Lymphedema,1
3049111216,Imitating gross movements (10),C0447.00,A,,,Measurement,0,,numeric,,,,,T EHC IP SPEECH MINNESOTA TEST FOR THE DIFFERENTIAL DIAGNOSIS OF APHASIA (MTDDA),Speech and Language Disturbances,1
3040112881,Length Z-Score Difference from 7 Days,C0447.00,A,,,Measurement,0,,numeric,,,,,IP NICU NUTRITION EVALUATION AND PLANNING,Length Z-Scores,1
3041900845,Pain-Vocalization (Extubated Patients),C0227.00,A,vocalization,,Observation,0,,custom_list,,,,"Talking in normal tone or no sound|Sighing, moaning|Crying out, sobbing",EHC IP PT PELVIC FLOOR EVAL|EHC IP SLP EVAL PAIN NAV|EHC NICU THERAPY|EHC PT OP MANUAL THERAPY EVAL|EHC PT OP MANUAL THERAPY EVAL SYMPTOMS NAV|EHC PT PAIN NAV|EHC PT PELVIC FLOOR POST TREATMENT NAV|EHC RHB IP OT EVALUATION|EHC RHB IP OT TREATMENT|EHC RHB IRF OT EVALUATION|EHC RHB IRF OT TREATMENT|EHC RHB IRF PT EVALUATION|EHC RHB IRF PT TREATMENT|EHC RHB IRF SLP EVALUATION|EHC RHB IRF SLP TREATMENT|EHC RHB OP OT EVALUATION|EHC RHB OP OT TREATMENT|EHC RHB PAIN ASSESSMENT BEGINNING & END OF SESSION|EHC RHB TR EVALUATION|EHC RHB TR TREATMENT|EHC SLP FEES|EHC T RHB OT DRIVING ASSESSMENT|LTC OT TREATMENT|LTC PT EVALUATION|LTC PT TREATMENT|LTC SLP EVALUATION|OCCUPATIONAL THERAPY ASSESSMENT|OT TREATMENT|PT ASSESSMENT|PT TREATMENT|PT TREATMENT NAV|RHB IP PT EVALUATION|RHB IP PT TREATMENT|RHB IP SLP EVAL|RHB IP SLP TREATMENT|RHB OP PT EVALUATION|RHB OP PT TREATMENT|RHB OP SLP EVAL|RHB OP SLP TREATMENT|SLP ASSESS NAV|T EHC MBS MODIFIED BARIUM SWALLOW MASTER|T EHC MBS MODIFIED BARIUM SWALLOW MASTER IRF|T EHC OP PT AQUATIC THERAPY|T EHC OP PT NEURO ORTHO TEMPLATE|T EHC OP PT PAIN SYMPTOMS NAV|T EHC PT LYMPHEDEMA EVAL|T EHC PT LYMPHEDEMA TREAT/DAILY NOTE|T EHC PT OP VESTIBULAR EVAL|T EHC PT PELVIC FLOOR COMBINED EVAL|T EHC PT PELVIC FLOOR TREATMENT|T EHC PT SEATING PAIN NAV|T EHC PT WOUND CARE|T EHC RHB PAIN NO PEDS OR NICU NAV|T EHC RHB PROGRESS NOTE NAV|T EHC RHB SLP AAC GENERAL NAV|T EHC RHB SLP MBSIMP|T EHC RHB SLP MBSIMP IRF|T EHC RHB WC SEATING MOBILITY EVAL|T EHC SLP FEES GENERAL NAV|T EHC SLP FEES IRF,Rehab Pain Critical-Care Pain Observation Tool End of Session,60
1180147412,LVRTA O2 Sat,C0447.00,A,,,Measurement,0,,numeric,%,,,,CV HEMODYNAMIC,O2 Sat Measurements,1
3040101156,Pain Rating: FLACC (Activity) - Consolability,C0247.00,A,pain_score,,Observation,0,,custom_list,,,,"Content, relaxed|Reassured by occasional touch, hug or being talked to|Difficult to console or comfort",AMB BASIC VITALS|AN POST-OP VITALS|AN VITALS/NPO STATUS|BAR SUR COMPLEX VITALS|ED DEPARTURE CONDITION NAV|ED TRAUMA PAIN ASSESSMENT|ED VITALS|EHC IP ICU COMPLEX VITALS AND DRIPS|EHC OR/GI PERIOP VITALS|IP BASIC VITALS|IP BASIC VITALS NAV|IP ICU COMPLEX VITALS|IP PAIN NAV|IP PCT VITALS INTAKE/OUTPUT|IP PEDS BASIC VITAL SIGNS|IP PEDS BASIC VITAL SIGNS & INTAKE/OUTPUT|IP PICU COMPLEX VITAL SIGNS|IP RT VITALS NAV|NICU CODE PAIN ASSESSMENT NAV|OR PACU FLOWSHEET|OR PACU PEDIATRIC FLOWSHEET|OR PERI-OP VITALS|PLASMAPHERESIS|ROVER IP PCT VITALS INTAKE/OUTPUT + SONNET|ROVER PAIN|T EHC IP POST FALL ASSESSMENT,"FLACC (Face, Legs, Activity, Crying, Consolability)|Pain Assessment",26
1542100312,"Mouth, Teeth, Swallowing Problem",C0067.00,A,swallowing,,Observation,0,,custom_list,,,,Yes|No,T EHC TRANSITIONS NURSING INTAKE ASSESSMENT|T EHC TRANSITIONS OUTPATIENT NURSING INTAKE|T EHC TRANSITIONS PSYCHOSOCIAL,Nutrition Screening,3
742020960,Daily Average in dB SPL,C0447.00,A,,,Measurement,0,,numeric,dB,,,,EHC IP SLP TREAT LSVT LOUD,Daily Task 1: Maximum Duration of Phonation,1
1180102152,CO Derived Parameters TPR/TSR,C0447.00,A,,,Measurement,0,,numeric,,,,,CV SENSIS HEMO,Cardiac Output,1
1180146834,MV A Wave,C0447.00,A,,,Measurement,0,,numeric,mmHg,,,,CV HEMODYNAMIC,Atrial Wedge Pressures,1
501670,Assess Mood (WDL),C0335.00,A,wdl_screening,,Observation,0,,custom_list,,,,Within Defined Limits|Exceptions to WDL,IP BH PEDS/ADOLESCENT ADMISSION|IP BH PEDS/ADOLESCENT DAILY ASSESSMENT,Mental Status,2
1180000068,LV Diastolic Cath Pressure,C0447.00,A,,,Measurement,0,,numeric,mmHg,,,,CV HEMODYNAMIC,Cath Pressure|LV Pressures,1
304000917,"Independence/Cues/Accuracy (Memory Goal 1, SLP)",C0027.00,A,memory,,Observation,0,,custom_list,,,,independently|independently|with minimum|independent use of environmental cues/strategies|minimal cues for use of strategies|with moderate|with maximum|moderate cues for use of strategies|physical/tactile cues|constant cues for use of strategies|with 90% accuracy|verbal cues/redirection|written cues|with 80% accuracy|with 75% accuracy|with additional processing time|with 60% accuracy|with environmental modification/cues|with repetition of directions|with 50% accuracy|with 25% accuracy|with external compensatory strategy|with internal compensatory strategy|other (see comments)|with cues for initiation|with 90% accuracy|with 80% accuracy|with 75% accuracy|with 60% accuracy|with 50% accuracy|with 25% accuracy|other (see comments),CPM S24 REH REHAB GOAL SUMMARY|ZZZ CPM S21 REH REHAB GOAL SUMMARY,Memory Goal 1 (SLP),2
742231016,O2 Delivery Method,C0029.00,A,o2_delivery,,Observation,0,,custom_list,,,,"Aerosol mask|Bag mask|Blow-by|Cool mist aerosol|ECMO running|Face shield|Heated high-flow oxygen|High flow nasal cannula|Nasal cannula|Non-rebreather|O2 not needed|O2 standby, equipment at bedside|Oxyhood|Oxymizer|Partial-rebreather|Room air|Simple mask|T-Piece|Trach collar|Trach collar with heater|Trach interface|Venturi mask|Ventilator|Other (Comment)",EHC ACUTE SLP EVAL RESPIRATORY AND VITALS NAV|EHC PT CARDIOPULMONARY NAV|EHC RHB IP OT EVALUATION|EHC RHB IP OT TREATMENT|EHC RHB IRF OT EVALUATION|EHC RHB IRF OT TREATMENT|EHC RHB IRF PT EVALUATION|EHC RHB IRF PT TREATMENT|EHC RHB IRF SLP EVALUATION|EHC RHB IRF SLP TREATMENT|EHC RHB TR EVALUATION|EHC RHB TR TREATMENT|RHB IP PT EVALUATION|RHB IP PT TREATMENT|RHB IP SLP EVAL|RHB IP SLP TREATMENT|RHB OP SLP EVAL,Cardiopulmonary Vitals Entry 2,17
1180147512,RCNDT O2 Sat,C0447.00,A,,,Measurement,0,,numeric,%,,,,CV HEMODYNAMIC,O2 Sat Measurements,1
31532,LVEDP V Wave,C0447.00,A,,,Measurement,0,,numeric,mmHg,,,,CV HEMODYNAMIC,LVEDP Pressures,1
1180147717,SCLV O2 Sat,C0447.00,A,,,Measurement,0,,numeric,%,,,,CV HEMODYNAMIC,O2 Sat Measurements,1
1180101271,RUPV O2 SATURATION,C0447.00,A,,,Measurement,0,,numeric,%,,,,CV XPER HEMO,Extended O2 Saturation Measurements,1
