source_concept_code,source_description,fca_concept_id,fca_category,fca_assessments,fca_methods,omop_domain,suggested_concept_id,suggested_concept_name,val_type,units,min_val,max_val,custom_list_values,template_names,group_names,n_templates
1020100821,Breast Milk - P.O. (mL),C0447.00,A,,,Measurement,0,,numeric,mL,0,99999,,ALL FOUNDATION INFUSION/PCA/PCEA/FEEDING GROUPS|IP NICU/NEWBORN INTAKE/OUTPUT|IP OB NEWBORN NURSERY INTAKE/OUTPUT|IP PEDS INTAKE/OUTPUT|ROVER NICU INTAKE/OUTPUT + SONNET|ROVER PEDS INTAKE/OUTPUT + SONNET,Breast Milk,6
1020100822,Breast Milk - Tube (mL),C0447.00,A,,,Measurement,0,,numeric,mL,0,9999,,ALL FOUNDATION INFUSION/PCA/PCEA/FEEDING GROUPS|IP NICU/NEWBORN INTAKE/OUTPUT|IP OB NEWBORN NURSERY INTAKE/OUTPUT|IP PEDS INTAKE/OUTPUT|ROVER NICU INTAKE/OUTPUT + SONNET|ROVER PEDS INTAKE/OUTPUT + SONNET,Breast Milk,6
1020100824,Fetus B - Fetal Heart Rate Auscultated for More Than 60 Seconds,C0078.00,A,heart_rate,,Observation,0,,numeric,bpm,,,,IP OB MATERNAL FETAL TRIAGE INDEX (AWHONN),Fetal Vitals,1
1020100825,Fetus C - Fetal Heart Rate Auscultated for More Than 60 Seconds,C0078.00,A,heart_rate,,Observation,0,,numeric,bpm,,,,IP OB MATERNAL FETAL TRIAGE INDEX (AWHONN),Fetal Vitals,1
1020100826,Fetus D - Fetal Heart Rate Auscultated for More Than 60 Seconds,C0078.00,A,heart_rate,,Observation,0,,numeric,bpm,,,,IP OB MATERNAL FETAL TRIAGE INDEX (AWHONN),Fetal Vitals,1
1020100827,Fetus E - Fetal Heart Rate Auscultated for More Than 60 Seconds,C0078.00,A,heart_rate,,Observation,0,,numeric,bpm,,,,IP OB MATERNAL FETAL TRIAGE INDEX (AWHONN),Fetal Vitals,1
1020100833,Total Wet Weight (g),C0131.00,A,weight,,Observation,0,,numeric,g,10,,,OB QUANTITATIVE BLOOD LOSS CALCULATOR|REHAB INTAKE/OUTPUT,Quantitative Blood Loss - Delivery,2
1020100837,Minutes Between Contractions in Non-Stress Test 2,C0447.00,A,,,Measurement,0,,numeric,min,0,,,AMB OB NST NAV|IP OB DIAGNOSTICS NAV,Non-Stress Test 2,2
1020100838,Minutes Between Contractions in Non-Stress Test 3,C0447.00,A,,,Measurement,0,,numeric,min,0,,,AMB OB NST NAV|IP OB DIAGNOSTICS NAV,Non-Stress Test 3,2
1020100839,Minutes Between Contractions in Non-Stress Test 4,C0447.00,A,,,Measurement,0,,numeric,min,0,,,AMB OB NST NAV|IP OB DIAGNOSTICS NAV,Non-Stress Test 4,2
1020100840,Minutes Between Contractions in Non-Stress Test 5,C0447.00,A,,,Measurement,0,,numeric,min,0,,,AMB OB NST NAV|IP OB DIAGNOSTICS NAV,Non-Stress Test 5,2
1020100862,Variability in Waveform for Non-Stress Test 2,C0084.00,A,fetal_variability,,Observation,0,,custom_list,,,,Absent|Minimal|Moderate|Marked,AMB OB NST NAV|IP OB DIAGNOSTICS NAV,Non-Stress Test 2,2
1020100878,Baseline Fetal Heart Rate for Non-Stress Test 2,C0078.00,A,heart_rate,,Observation,0,,numeric,BPM,0,,,AMB OB NST NAV|IP OB DIAGNOSTICS NAV,Non-Stress Test 2,2
1020100879,Baseline Fetal Heart Rate for Non-Stress Test 3,C0078.00,A,heart_rate,,Observation,0,,numeric,BPM,0,,,AMB OB NST NAV|IP OB DIAGNOSTICS NAV,Non-Stress Test 3,2
1020100880,Baseline Fetal Heart Rate for Non-Stress Test 4,C0078.00,A,heart_rate,,Observation,0,,numeric,BPM,0,,,AMB OB NST NAV|IP OB DIAGNOSTICS NAV,Non-Stress Test 4,2
1020100881,Baseline Fetal Heart Rate for Non-Stress Test 5,C0078.00,A,heart_rate,,Observation,0,,numeric,BPM,0,,,AMB OB NST NAV|IP OB DIAGNOSTICS NAV,Non-Stress Test 5,2
1020100882,Amniotic Fluid Volume (cm) for Non-Stress Test 2,C0447.00,A,,,Measurement,0,,numeric,cm,0,,,AMB OB NST NAV|IP OB DIAGNOSTICS NAV,Non-Stress Test 2,2
1020100883,Amniotic Fluid Volume (cm) for Non-Stress Test 3,C0447.00,A,,,Measurement,0,,numeric,cm,0,,,AMB OB NST NAV|IP OB DIAGNOSTICS NAV,Non-Stress Test 3,2
1020100884,Amniotic Fluid Volume (cm) for Non-Stress Test 4,C0447.00,A,,,Measurement,0,,numeric,cm,0,,,AMB OB NST NAV|IP OB DIAGNOSTICS NAV,Non-Stress Test 4,2
1020100885,Amniotic Fluid Volume (cm) for Non-Stress Test 5,C0447.00,A,,,Measurement,0,,numeric,cm,0,,,AMB OB NST NAV|IP OB DIAGNOSTICS NAV,Non-Stress Test 5,2
1020100904,Urine Protein,C0076.00,A,urine,,Observation,0,,custom_list,,,,,IP OB ADULT PRENATAL VITALS,Urine Dipstick,1
1020100910,Donor Breast Milk - P.O. (mL),C0447.00,A,,,Measurement,0,,numeric,mL,0,99999,,ALL FOUNDATION INFUSION/PCA/PCEA/FEEDING GROUPS|IP NICU/NEWBORN INTAKE/OUTPUT|IP OB NEWBORN NURSERY INTAKE/OUTPUT|IP PEDS INTAKE/OUTPUT|ROVER NICU INTAKE/OUTPUT + SONNET|ROVER PEDS INTAKE/OUTPUT + SONNET,Donor Breast Milk,6
1020100911,Donor Breast Milk - Tube (mL),C0447.00,A,,,Measurement,0,,numeric,mL,0,99999,,ALL FOUNDATION INFUSION/PCA/PCEA/FEEDING GROUPS|IP NICU/NEWBORN INTAKE/OUTPUT|IP OB NEWBORN NURSERY INTAKE/OUTPUT|IP PEDS INTAKE/OUTPUT|ROVER NICU INTAKE/OUTPUT + SONNET|ROVER PEDS INTAKE/OUTPUT + SONNET,Donor Breast Milk,6
1020100914,Formula - P.O. (mL),C0447.00,A,,,Measurement,0,,numeric,mL,0,999999,,ALL FOUNDATION INFUSION/PCA/PCEA/FEEDING GROUPS|IP NICU/NEWBORN INTAKE/OUTPUT|IP OB NEWBORN NURSERY INTAKE/OUTPUT|IP PEDS INTAKE/OUTPUT|IP PEDS NUTRITION EVALUATION/PLANNING|ROVER NICU INTAKE/OUTPUT + SONNET|ROVER PEDS INTAKE/OUTPUT + SONNET,Formula Feeding,7
1020100915,Formula - Tube (mL),C0447.00,A,,,Measurement,0,,numeric,mL,0,99999,,ALL FOUNDATION INFUSION/PCA/PCEA/FEEDING GROUPS|IP NICU/NEWBORN INTAKE/OUTPUT|IP OB NEWBORN NURSERY INTAKE/OUTPUT|IP PEDS INTAKE/OUTPUT|IP PEDS NUTRITION EVALUATION/PLANNING|ROVER NICU INTAKE/OUTPUT + SONNET|ROVER PEDS INTAKE/OUTPUT + SONNET,Formula Feeding,7
1020100916,Substituted Item 1 (Number Used),C0447.00,A,,,Measurement,0,,numeric,qty,,,,OB QUANTITATIVE BLOOD LOSS CALCULATOR,Items,1
1020100917,Substituted Item 2 (Number Used),C0447.00,A,,,Measurement,0,,numeric,qty,,,,OB QUANTITATIVE BLOOD LOSS CALCULATOR,Items,1
1020100918,Substituted Item 1 Dry Weight (g),C0131.00,A,weight,,Observation,0,,numeric,g,,,,OB QUANTITATIVE BLOOD LOSS CALCULATOR,Items,1
1020100919,Substituted Item 2 Dry Weight (g),C0131.00,A,weight,,Observation,0,,numeric,g,,,,OB QUANTITATIVE BLOOD LOSS CALCULATOR,Items,1
1020100941,Surgical Delivery Estimated Blood Loss (mL),C0447.00,A,,,Measurement,0,,numeric,mL,,,,AN GRID INTAKE/OUTPUT|AN INTAKE/OUTPUT,Output,2
1020100942,Quantitative Blood Loss - Surgical (mL),C0447.00,A,,,Measurement,0,,numeric,mL,,,,OB QUANTITATIVE BLOOD LOSS CALCULATOR - SURGICAL DELIVERY,Quantitative Blood Loss - Delivery (From Total Wet Weight Entry),1
1020100943,Total Blood Loss - Surgical Delivery (mL),C0447.00,A,,,Measurement,0,,numeric,mL,,,,AN GRID INTAKE/OUTPUT|AN INTAKE/OUTPUT,Output,2
1020100946,Substituted Item 1 (Number Used),C0447.00,A,,,Measurement,0,,numeric,qty,,,,OB QUANTITATIVE BLOOD LOSS CALCULATOR - SURGICAL DELIVERY,Items,1
1020100947,Substituted Item 2 (Number Used),C0447.00,A,,,Measurement,0,,numeric,qty,,,,OB QUANTITATIVE BLOOD LOSS CALCULATOR - SURGICAL DELIVERY,Items,1
1020100948,Substituted Item 1 Dry Weight (g),C0131.00,A,weight,,Observation,0,,numeric,g,,,,OB QUANTITATIVE BLOOD LOSS CALCULATOR - SURGICAL DELIVERY,Items,1
1020100949,Substituted Item 2 Dry Weight (g),C0131.00,A,weight,,Observation,0,,numeric,g,,,,OB QUANTITATIVE BLOOD LOSS CALCULATOR - SURGICAL DELIVERY,Items,1
1020100952,Is the patient actively bleeding enough to soak >1 pad/hr or passing large clot (>=6cm)?,C0078.00,A,heart_rate,,Observation,0,,custom_list,,,,Yes|Yes|No|No,IP OB POSTPARTUM|OB POSTPARTUM HEMORRHAGE RISK ASSESSMENT|OB RECOVERY,PPH Risk Category: Post-Birth,3
10243,Information Content,C0447.00,A,,,Measurement,0,,numeric,,0,10,,WESTERN APHASIA BATTERY,Spontaneous Speech,1
10244,Fluency,C0447.00,A,,,Measurement,0,,numeric,,0,10,,WESTERN APHASIA BATTERY,Spontaneous Speech,1
10245,Spontaneous Speech Total,C0075.00,A,speech,,Observation,0,,numeric,,,,,WESTERN APHASIA BATTERY,Spontaneous Speech,1
10247,Yes/No Questions,C0447.00,A,,,Measurement,0,,numeric,,0,60,,WESTERN APHASIA BATTERY,Comprehension,1
10248,Auditory Word Recognition,C0447.00,A,,,Measurement,0,,numeric,,0,60,,WESTERN APHASIA BATTERY,Comprehension,1
10249,Sequential Commands,C0447.00,A,,,Measurement,0,,numeric,,0,80,,WESTERN APHASIA BATTERY,Comprehension,1
10250,Verbal Comprehension Score (Aphasia Quotient),C0447.00,A,,,Measurement,0,,numeric,,,,,WESTERN APHASIA BATTERY,Comprehension,1
10252,Repetition Total,C0447.00,A,,,Measurement,0,,numeric,,0,100,,WESTERN APHASIA BATTERY,Repetition,1
10255,Repetition Score,C0447.00,A,,,Measurement,0,,numeric,,,,,WESTERN APHASIA BATTERY,Repetition,1
10260,Object Naming,C0447.00,A,,,Measurement,0,,numeric,,0,60,,WESTERN APHASIA BATTERY,Naming,1
10261,Word Fluency,C0447.00,A,,,Measurement,0,,numeric,,0,20,,WESTERN APHASIA BATTERY,Naming,1
10262,Sentence Completion,C0447.00,A,,,Measurement,0,,numeric,,0,10,,WESTERN APHASIA BATTERY,Naming,1
10263,Responsive Speech,C0075.00,A,speech,,Observation,0,,numeric,,0,10,,WESTERN APHASIA BATTERY,Naming,1
10264,Naming and Word Finding Score,C0447.00,A,,,Measurement,0,,numeric,,,,,WESTERN APHASIA BATTERY,Naming,1
10266,Aphasia Quotient,C0447.00,A,,,Measurement,0,,numeric,,,,,WESTERN APHASIA BATTERY,Aphasia Quotient,1
10268,Reading,C0447.00,A,,,Measurement,0,,numeric,,0,100,,WESTERN APHASIA BATTERY,Reading & Writing,1
10269,Writing,C0447.00,A,,,Measurement,0,,numeric,,0,100,,WESTERN APHASIA BATTERY,Reading & Writing,1
10270,Total,C0447.00,A,,,Measurement,0,,numeric,,,,,WESTERN APHASIA BATTERY,Reading & Writing,1
10272,Drawing,C0447.00,A,,,Measurement,0,,numeric,,0,30,,WESTERN APHASIA BATTERY,"Construction, Visuopatial, and Calculation",1
10273,Block Design,C0447.00,A,,,Measurement,0,,numeric,,0,9,,WESTERN APHASIA BATTERY,"Construction, Visuopatial, and Calculation",1
10274,Calculations,C0447.00,A,,,Measurement,0,,numeric,,0,24,,WESTERN APHASIA BATTERY,"Construction, Visuopatial, and Calculation",1
10275,Raven's Colored Progressive Matrices,C0447.00,A,,,Measurement,0,,numeric,,0,37,,WESTERN APHASIA BATTERY,"Construction, Visuopatial, and Calculation",1
10276,"Construction, Visuospatial, and Calculation Score",C0447.00,A,,,Measurement,0,,numeric,,,,,WESTERN APHASIA BATTERY,"Construction, Visuopatial, and Calculation",1
10288,Stoma Size (mm),C0447.00,A,,,Measurement,0,,numeric,mL,0,,,ALL FOUNDATION LDAS|AN LDAS|ED INTAKE/OUTPUT|ED LINES/AIRWAYS|ED TRAUMA INTAKE/OUTPUT|EHC ED TRIAGE ARRIVAL DOCUMENTATION NAV|IP ICU INTAKE/OUTPUT WITH VITALS|IP INTAKE/OUTPUT|IP NICU/NEWBORN INTAKE/OUTPUT|IP PCT VITALS INTAKE/OUTPUT|IP PEDS BASIC VITAL SIGNS & INTAKE/OUTPUT|IP PEDS INTAKE/OUTPUT|IP WOUND ASSESSMENT/CARE|MATERNAL EMERGENCY NARRATOR LDAS|OP WOUND ASSESSMENT/CARE|OR LDAS|OR PEDS ENDO ASSESSMENT|REHAB INTAKE/OUTPUT|RIS LDAS IR PRE-PROC,Colostomy,19
10294,VHI-10,C0447.00,A,,,Measurement,0,,numeric,,0,40,,VOICE QUALITY OF LIFE SCORES,Voice Quality of Life Scores,1
10295,RSI,C0447.00,A,,,Measurement,0,,numeric,,0,45,,VOICE QUALITY OF LIFE SCORES,Voice Quality of Life Scores,1
10296,DSI,C0447.00,A,,,Measurement,0,,numeric,,0,40,,VOICE QUALITY OF LIFE SCORES,Voice Quality of Life Scores,1
10297,CSI,C0447.00,A,,,Measurement,0,,numeric,,0,40,,VOICE QUALITY OF LIFE SCORES,Voice Quality of Life Scores,1
10298,EAT,C0447.00,A,,,Measurement,0,,numeric,,0,40,,VOICE QUALITY OF LIFE SCORES,Voice Quality of Life Scores,1
10299,SVHI-10,C0447.00,A,,,Measurement,0,,numeric,,0,40,,VOICE QUALITY OF LIFE SCORES,Voice Quality of Life Scores,1
10305,Sleep apnea pre-surgery,C0097.00,A,apnea,,Observation,0,,custom_list,,,,Yes|No,BAR SUR MBSAQIP,Comorbidities,1
10306,Sleep apnea post-surgery,C0097.00,A,apnea,,Observation,0,,custom_list,,,,Yes|No,BAR SUR MBSAQIP,Comorbidities,1
10338,Do you have a history of Anxiety?,C0068.00,A,anxiety,,Observation,0,,custom_list,,,,Yes (please enter in Medical History section)|No,T RAD ONC CONSULT ASSESSMENT,Documentation Checklist,1
10353,Understandability of Speech,C0075.00,A,speech,,Observation,0,,custom_list,,,,"Always understandable|Understandable most of the time, occasional repetition necessary|Usually understandable, face-to-face contact necessary|Difficult to understand|Never understandable, may use written communication",IP RHB PERFORMANCE STATUS SCALE FOR HEAD & NECK CANCER PATIENTS,Performance Status Scale for Head & Neck Cancer Patients,1
10371,Amount Out - Blood,C0447.00,A,,,Measurement,0,,numeric,mL,,,,IP BLOOD ADMIN WITH VITAL SIGNS,Neonatal Exchange Transfusion,1
10372,Amount In - Blood,C0447.00,A,,,Measurement,0,,numeric,mL,,,,IP BLOOD ADMIN WITH VITAL SIGNS,Neonatal Exchange Transfusion,1
10375,Total Amount Out - Blood,C0447.00,A,,,Measurement,0,,numeric,mL,,,,IP BLOOD ADMIN WITH VITAL SIGNS,Neonatal Exchange Transfusion,1
10376,Total Amount In - Blood,C0447.00,A,,,Measurement,0,,numeric,mL,,,,IP BLOOD ADMIN WITH VITAL SIGNS,Neonatal Exchange Transfusion,1
1041147,Component 6: Initiation of Pharyngeal Swallow,C0067.00,A,swallowing,,Observation,0,,custom_list,,,,0. bolus head at posterior angle of ramus (first hyoid excursion)|1. bolus head in valleculae|2. bolus head at posterior laryngeal surface of epiglottis|3. bolus head in pyriforms|4. no visible initiation at any location|could not be determined due to logistical reasons not related to physiologic impairment,T EHC MBSIMP SWALLOW ASSESS NAV|T EHC RHB SLP MBSIMP|T EHC RHB SLP MBSIMP IRF,Oral Impairment,3
1041153,Component 11: Laryngeal Vestibular Closure - Height of the Swallow,C0067.00,A,swallowing,,Observation,0,,custom_list,,,,"0. complete, no contrast/air in laryngeal vestibule|1. incomplete, narrow column of contrast/air in laryngeal vestibule|2. none, wide column of contrast/air in laryngeal vestibule|could not be determined due to logistical reasons not related to physiologic impairment",T EHC MBSIMP SWALLOW ASSESS NAV|T EHC RHB SLP MBSIMP|T EHC RHB SLP MBSIMP IRF,Pharyngeal Impairment,3
1041155,Component 13: Pharyngeal Contraction (A/P view only),C0066.00,A,contraction,,Observation,0,,custom_list,,,,0. complete|1. incomplete (pseudodiverticulae)|2. unilateral bulging|3. bilateral bulging|could not be determined due to logistical reasons not related to physiologic impairment,T EHC MBSIMP SWALLOW ASSESS NAV|T EHC RHB SLP MBSIMP|T EHC RHB SLP MBSIMP IRF,Pharyngeal Impairment,3
1041162,Oral Impairment Total,C0447.00,A,,,Measurement,0,,numeric,,,,,T EHC MBSIMP SWALLOW ASSESS NAV|T EHC RHB SLP MBSIMP|T EHC RHB SLP MBSIMP IRF,Overall Impressions,3
1041163,Pharyngeal Impairment Total,C0447.00,A,,,Measurement,0,,numeric,,,,,T EHC MBSIMP SWALLOW ASSESS NAV|T EHC RHB SLP MBSIMP|T EHC RHB SLP MBSIMP IRF,Overall Impressions,3
10420,Are you able to take a tub bath?,C0065.00,A,bathing,,Observation,0,,custom_list,,,,without any difficulty|with some difficulty|with much difficulty|unable to do,EHC AMB RHU HAQ-DI TEMPLATE,Hygiene,1
10421,Are you able to get on and off toilet?,C0064.00,A,toileting,,Observation,0,,custom_list,,,,without any difficulty|with some difficulty|with much difficulty|unable to do,EHC AMB RHU HAQ-DI TEMPLATE,Hygiene,1
10436,"On a scale of 1-100 (where zero represents ""no pain"" and 100 represents ""severe pain"")",C0101.00,A,pain_general,,Observation,0,,numeric,,,,,EHC AMB RHU HAQ-DI TEMPLATE,How much pain have you had IN THE PAST WEEK?,1
10437,"On a scale of 1-100 (where zero represents ""very well"" and 100 represents ""very poor health"")",C0447.00,A,,,Measurement,0,,numeric,,,,,EHC AMB RHU HAQ-DI TEMPLATE,Your health,1
10505,Sum of Right side Scores,C0447.00,A,,,Measurement,0,,numeric,,,,,EHC AMB RHU MMT8 TEMPLATE,Sum Scores,1
10506,Sum of Left side Scores,C0447.00,A,,,Measurement,0,,numeric,,,,,EHC AMB RHU MMT8 TEMPLATE,Sum Scores,1
10512,Sum of All Scores,C0447.00,A,,,Measurement,0,,numeric,,,,,EHC AMB RHU MMT8 TEMPLATE,Sum Scores,1
10525,ACTIVITY: Papules factor,C0447.00,A,,,Measurement,0,,numeric,,,,,EHC AMB RHU CDASI ASSESSMENT TEMPLATE,Total Scores,1
10526,Total Activity Score,C0447.00,A,,,Measurement,0,,numeric,,,,,EHC AMB RHU CDASI ASSESSMENT TEMPLATE,Total Scores,1
10527,Total Damage Score,C0447.00,A,,,Measurement,0,,numeric,,,,,EHC AMB RHU CDASI ASSESSMENT TEMPLATE,Total Scores,1
1055,Beta2-Agonist Puff/Day,C0447.00,A,,,Measurement,0,,numeric,Puffs,0,40,,AMB ASTHMA PULMONARY FUNCTION NAV|AMB DISEASE MANAGEMENT NAV,Home Management,2
1057,Steroid Puff/Day,C0447.00,A,,,Measurement,0,,numeric,Puffs,0,,,AMB ASTHMA PULMONARY FUNCTION NAV|AMB DISEASE MANAGEMENT NAV,Home Management,2
1064,FVC,C0447.00,A,,,Measurement,0,,numeric,liters,0,,,AMB ASTHMA PULMONARY FUNCTION NAV|AMB DISEASE MANAGEMENT NAV|AMB PUL PFT RESULTS NAV,Office Spirometry|PFTs,3
1065,FEV1,C0447.00,A,,,Measurement,0,,numeric,liters,0,10,,AMB ASTHMA PULMONARY FUNCTION NAV|AMB DISEASE MANAGEMENT NAV|AMB PUL PFT RESULTS NAV,Office Spirometry|PFTs,3
1066,FEV1/FVC,C0447.00,A,,,Measurement,0,,numeric,%,,,,AMB ASTHMA PULMONARY FUNCTION NAV|AMB DISEASE MANAGEMENT NAV|AMB PUL PFT RESULTS NAV,Office Spirometry|PFTs,3
10660,Total number of stands,C0447.00,A,,,Measurement,0,,numeric,,,,,T RHB 30 SECOND SIT TO STAND TEST,30 Second Sit to Stand Test,1
10661,Chair height,C0062.00,A,height,,Observation,0,,numeric,,,,,T RHB 30 SECOND SIT TO STAND TEST,30 Second Sit to Stand Test,1
10669,Feet Together (seconds),C0447.00,A,,,Measurement,0,,numeric,,,,,T RHB 4 STAGE BALANCE TEST,4 Stage Balance Test,1
10670,Semi-Tandem (seconds),C0447.00,A,,,Measurement,0,,numeric,,,,,T RHB 4 STAGE BALANCE TEST,4 Stage Balance Test,1
10671,Tandem (seconds),C0447.00,A,,,Measurement,0,,numeric,,,,,T RHB 4 STAGE BALANCE TEST,4 Stage Balance Test,1
10672,Single Limb Stance (seconds),C0447.00,A,,,Measurement,0,,numeric,,,,,T RHB 4 STAGE BALANCE TEST,4 Stage Balance Test,1
10677,Height of sitting height (inches),C0062.00,A,height,,Observation,0,,numeric,inches,,,,T EHC OP PT NEURO ORTHO TEMPLATE|T RHB 5 TIME SIT TO STAND,5 Times Sit to Stand,2
10679,5x Sit to Stand (seconds),C0447.00,A,,,Measurement,0,,numeric,seconds,,,,T EHC OP PT NEURO ORTHO TEMPLATE|T RHB 5 TIME SIT TO STAND,5 Times Sit to Stand,2
1068,Peak Flow Personal Best (l/min),C0447.00,A,,,Measurement,0,,numeric,l/min,0,,,AMB ASTHMA PULMONARY FUNCTION NAV|AMB DISEASE MANAGEMENT NAV,Action Zones,2
10685,O2 Flow Rate (L/min),C0447.00,A,,,Measurement,0,,numeric,L/min,0,,,EHC IP PT FUNCTIONAL ASSESSMENT TOOL NAV|T RHB 6 MINUTE WALK TEST,6 Minute Walk Test,2
1069,Peak Flow Personal Goal (l/min),C0447.00,A,,,Measurement,0,,numeric,l/min,0,,,AMB ASTHMA PULMONARY FUNCTION NAV|AMB DISEASE MANAGEMENT NAV,Action Zones,2
10693,Number of completed laps,C0447.00,A,,,Measurement,0,,numeric,,,,,EHC IP PT FUNCTIONAL ASSESSMENT TOOL NAV|T RHB 6 MINUTE WALK TEST,6 Minute Walk Test,2
1070,Green Zone (L/min),C0447.00,A,,,Measurement,0,,numeric,l/min,,,,AMB ASTHMA PULMONARY FUNCTION NAV|AMB DISEASE MANAGEMENT NAV,Action Zones,2
10700000032,Temperature Probes In Place and Calibrated,C0060.00,A,temperature,,Observation,0,,custom_list,,,,Yes|No|Not applicable,PERFUSION PRE-BYPASS 1 CHECKLIST,Pump,1
10700000066,Delivery Temperature,C0059.00,A,,,Measurement,0,,datetime,,,,,PERFUSION CARDIOPLEGIA,Cardioplegia,1
10700000068,System Pressure,C0447.00,A,,,Measurement,0,,numeric,,,,,PERFUSION CARDIOPLEGIA,Cardioplegia,1
10700000081,Venous Temp,C0059.00,A,,,Measurement,0,,datetime,,,,,PERFUSION GRAPH PUMP DATA,Pump,1
10700000082,Arterial Temp,C0059.00,A,,,Measurement,0,,datetime,,,,,PERFUSION GRAPH PUMP DATA,Pump,1
10700000097,Total Reservoir Volume Processed,C0447.00,A,,,Measurement,0,,numeric,mL,,,,PERFUSION AUTOTRANSFUSION POST PROCESSING,Post Processing,1
107000203,Pain management expectation discussed,C0101.00,A,pain_general,,Observation,0,,custom_list,,,,Yes|No|N/A,OR ERAS PROTOCOL DOCUMENTATION,Anesthesia Pre-op Clinic,1
107000213,How long did the patient spend drinking the high carbohydrate beverage (e.g. Ensure)?,C0447.00,A,,,Measurement,0,,numeric,,,,,OR ERAS PROTOCOL DOCUMENTATION,Pre-op Holding Area,1
107000224,Nursing hand off discussion of PONV/pain,C0101.00,A,pain_general,,Observation,0,,custom_list,,,,Yes|No|N/A,OR ERAS PROTOCOL DOCUMENTATION,PACU,1
107000226,"If patient in PACU >2 hrs, start on ice chips 1 oz/hr",C0078.00,A,heart_rate,,Observation,0,,custom_list,,,,Yes|No|N/A,OR ERAS PROTOCOL DOCUMENTATION,PACU,1
10701,Seconds in Dominant Hand,C0447.00,A,,,Measurement,0,,numeric,seconds,,,,T RHB 9 HOLE PEG TEST,9 Hole Peg Test,1
10701000016,Respiratory (WDL),C0057.00,A,respiratory_general,,Observation,0,,custom_list,,,,Within Defined Limits|Exceptions to WDL,OR PACU FLOWSHEET,Respiratory,1
10701000017,Integumentary (WDL),C0335.00,A,wdl_screening,,Observation,0,,custom_list,,,,Within Defined Limits|Exceptions to WDL,OR PACU PEDIATRIC FLOWSHEET,Integumentary,1
10701000033,Scope Withdrawal Time,C0447.00,A,,,Measurement,0,,numeric,,,,,GI SCOPE TIMES,Scope Times,1
10701000054,Pulse Oximeter on Patient,C0056.00,A,pulse,,Observation,0,,custom_list,,,,Yes|No,CV PRE PROCEDURE CHECKLIST NAV,Patient/Chart Verification,1
10701000070,pH Measurement,C0447.00,A,,,Measurement,0,,numeric,,,,,ENDO NURSING INTERVENTIONS NAV,Bravo,1
10701000109,Consciousness,C0055.00,A,consciousness,,Observation,0,,custom_list,,,,Fully awake|Arousable on calling|Not responding,AN SEDATION ASSESSMENT BUTTON|AN SEDATION ASSESSMENT GRID|CV TEE/CARDIO ALDRETE|CV TEE/CARDIO LOG|ED SEDATION NAR INTRA-PROC MOD ALDRETE|ED SEDATION NAR POST-PROC MOD ALDRETE|EHC OR/GI PERIOP VITALS|EHC SEDATION VITALS QUICKBAR|ENDOSCOPY INTRAPROCEDURE VITALS|IP ECT THERAPY - POST|OR MODIFIED ALDRETE SCORE|OR PACU FLOWSHEET|OR PACU PEDIATRIC FLOWSHEET|RIS PREPROCEDURE SEDATION NAV,Modified Aldrete|QuickBar Vitals,14
10701000111,Modified Aldrete Score,C0447.00,A,,,Measurement,0,,numeric,,,,,AN SEDATION ASSESSMENT BUTTON|AN SEDATION ASSESSMENT GRID|CV TEE/CARDIO ALDRETE|CV TEE/CARDIO LOG|ED SEDATION NAR INTRA-PROC MOD ALDRETE|ED SEDATION NAR POST-PROC MOD ALDRETE|EHC OR/GI PERIOP VITALS|ENDOSCOPY INTRAPROCEDURE VITALS|IP ECT THERAPY - POST|OR MODIFIED ALDRETE SCORE|OR PACU FLOWSHEET|OR PACU PEDIATRIC FLOWSHEET|RIS PREPROCEDURE SEDATION NAV,Modified Aldrete,13
10701000137,Comfort/Pain: Interventions,C0101.00,A,pain_general,,Observation,0,,custom_list,,,,"Assess level of comfort/pain|Re-position, support incision|Obtain analgesic order and evaluate patient response",FOUNDATION - ZZ OR PERIOP CARE PLAN|FOUNDATION - ZZ OR PREPROCEDURE NURSING CARE PLAN,Preprocedure: Potential for Alteration in Comfort/Pain,2
10701000138,Comfort/Pain: Evaluation of Goals Met,C0101.00,A,pain_general,,Observation,0,,custom_list,,,,Goal met|Goal not met (Comment),FOUNDATION - ZZ OR PERIOP CARE PLAN|FOUNDATION - ZZ OR PREPROCEDURE NURSING CARE PLAN,Preprocedure: Potential for Alteration in Comfort/Pain,2
10701000140,Nausea and Vomiting: Interventions,C0054.00,A,nausea,,Observation,0,,custom_list,,,,"Assess patient for complaints of nausea|Provide emesis basin/cloth|Notify physician, request antiemetic|Assess for relief of nausea and vomiting",FOUNDATION - ZZ OR PERIOP CARE PLAN|FOUNDATION - ZZ OR PREPROCEDURE NURSING CARE PLAN,Preprocedure: Potential for Nausea and Vomiting,2
10701000141,Nausea and Vomiting: Evaluation of Goals Met,C0054.00,A,nausea,,Observation,0,,custom_list,,,,Goal met|Goal not met (Comment),FOUNDATION - ZZ OR PERIOP CARE PLAN|FOUNDATION - ZZ OR PREPROCEDURE NURSING CARE PLAN,Preprocedure: Potential for Nausea and Vomiting,2
